,location,size,total_sqft,bath,price
10723,Kannamangala,3,1536.0,3.0,107.0
10725,JP Nagar,3,2400.0,3.0,196.0
10726,Sarjapur  Road,3,1773.5,2.0,102.92
10727,Electronic City,2,1342.0,2.0,72.0
10728,other,3,1600.0,3.0,130.0
10729,Kanakapura,1,938.0,1.0,50.0
10730,Budigere,3,1820.0,3.0,99.0
10731,Bhoganhalli,4,2439.0,4.0,170.0
10732,Kanakpura Road,3,1665.0,3.0,78.0
10733,Basavangudi,3,1850.0,3.0,150.0
10734,Bommanahalli,2,1091.0,2.0,40.0
10735,Sarjapur  Road,2,1346.0,2.0,74.03
10737,Brookefield,4,3675.0,4.0,176.0
10738,JP Nagar,2,1060.0,2.0,33.95
10739,Whitefield,2,1059.0,2.0,57.0
10740,Hebbal,2,1299.0,2.0,97.0
10741,Yelahanka,3,1491.0,3.0,85.0
10742,Basaveshwara Nagar,2,1200.0,2.0,85.0
10743,Yelahanka,4,2088.0,5.0,110.0
10744,Hulimavu,1,581.0,1.0,29.0
10745,other,2,1296.0,2.0,70.0
10746,other,2,1125.0,2.0,55.0
10747,Electronic City,3,1275.0,3.0,70.0
10748,Kothanur,2,1095.0,2.0,55.0
10750,Old Madras Road,2,1330.0,2.0,74.0
10751,Marathahalli,2,1135.0,2.0,60.0
10752,Whitefield,1,516.0,1.0,39.0
10753,other,2,1194.0,2.0,51.0
10755,Electronic City,2,770.0,1.0,38.0
10756,Sarjapur  Road,4,3930.0,5.0,330.0
10757,Chikkalasandra,3,1355.0,3.0,54.2
10759,Harlur,4,2569.0,4.0,175.0
10761,Whitefield,2,1116.0,2.0,51.91
10762,Bhoganhalli,3,1707.0,3.0,115.0
10764,Sultan Palaya,2,1070.0,2.0,49.0
10766,Tumkur Road,3,1240.0,2.0,83.0
10767,JP Nagar,2,1300.0,2.0,91.65
10768,Ambalipura,2,1700.0,2.0,76.0
10769,Yeshwanthpur,3,1383.0,2.0,76.18
10770,other,5,3000.0,4.0,170.0
10771,Electronic City,2,1200.0,2.0,34.65
10772,Hulimavu,2,935.0,2.0,45.0
10773,Thigalarapalya,3,2072.0,4.0,151.0
10775,Jalahalli,1,615.0,1.0,46.0
10776,KR Puram,2,1116.0,2.0,45.0
10777,Whitefield,3,1639.0,3.0,107.0
10778,Marathahalli,3,1839.0,3.0,130.0
10779,other,2,1300.0,2.0,63.0
10780,Horamavu Agara,1,625.0,1.0,27.0
10781,Thanisandra,1,933.0,1.0,61.0
10782,Hosur Road,3,2289.0,3.0,180.0
10783,Ramamurthy Nagar,3,2316.0,3.0,125.0
10784,Electronic City,2,1005.0,2.0,39.77
10785,Horamavu Agara,2,1080.0,2.0,38.0
10787,Vishwapriya Layout,2,910.0,2.0,36.0
10788,Hormavu,2,1200.0,2.0,73.0
10789,Electronic City,2,1110.0,2.0,39.9
10790,Kothanur,2,1142.0,2.0,56.0
10791,2nd Stage Nagarbhavi,5,4000.0,4.0,240.0
10793,AECS Layout,2,1005.0,2.0,55.0
10794,other,3,1626.6,3.0,133.0
10795,Kothanur,2,1074.0,2.0,54.0
10796,Basavangudi,2,1230.0,2.0,80.0
10797,Electronic City,2,660.0,1.0,23.0
10798,other,2,1007.0,2.0,48.0
10800,Whitefield,3,1820.0,3.0,113.0
10801,other,2,1100.0,2.0,60.0
10802,other,2,1348.0,2.0,100.0
10803,Kasavanhalli,2,1230.0,2.0,66.25
10804,Horamavu Agara,3,1176.0,2.0,37.62
10805,Uttarahalli,3,1590.0,3.0,57.0
10806,Frazer Town,2,1200.0,2.0,78.0
10807,other,2,1298.0,2.0,65.0
10808,Hosa Road,2,1161.0,2.0,55.15
10811,Kothanur,2,1285.0,2.0,60.0
10812,Electronic City,3,1644.0,3.0,92.59
10813,Kasavanhalli,3,1819.0,3.0,150.0
10814,1st Phase JP Nagar,2,1205.0,2.0,85.0
10816,Uttarahalli,2,1050.0,2.0,42.0
10817,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0
10818,9th Phase JP Nagar,3,1240.0,2.0,39.89
10819,Jigani,3,1221.0,3.0,70.0
10821,Kanakpura Road,2,1339.0,2.0,63.0
10823,Haralur Road,2,1315.0,2.0,85.0
10824,Raja Rajeshwari Nagar,2,1250.0,2.0,68.0
10825,Bisuvanahalli,2,850.0,2.0,27.0
10826,7th Phase JP Nagar,3,1600.0,2.0,110.0
10827,Electronic City,2,1250.0,2.0,62.0
10828,other,3,1312.0,2.0,56.5
10829,Kadugodi,4,3000.0,4.0,134.0
10830,Electronic City Phase II,2,1300.0,2.0,28.0
10831,Whitefield,3,1990.0,3.0,98.0
10832,other,2,760.0,2.0,38.5
10834,Kadugodi,3,1614.0,2.0,59.0
10836,other,3,1182.0,2.0,60.1
10837,other,2,1053.0,2.0,46.29
10839,Gubbalala,3,2000.0,3.0,125.0
10840,Electronic City Phase II,3,1940.0,4.0,116.0
10841,Hennur Road,3,1590.0,3.0,105.0
10842,other,2,1035.0,2.0,52.79
10843,Kothanur,2,1075.0,2.0,53.0
10844,TC Palaya,2,900.0,2.0,55.0
10845,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0
10847,Thanisandra,3,1702.0,3.0,107.0
10848,Bisuvanahalli,3,1080.0,2.0,65.0
10849,Kasavanhalli,2,1189.0,2.0,45.0
10850,Tumkur Road,2,1035.0,2.0,39.0
10851,Hennur Road,2,1200.0,2.0,36.0
10854,Kanakpura Road,3,1300.0,3.0,69.0
10855,Yelahanka,2,1330.0,2.0,93.65
10856,Kaggalipura,3,1210.0,2.0,65.0
10857,Chikkalasandra,3,1350.0,2.0,54.2
10858,Kaval Byrasandra,3,1900.0,2.0,65.0
10859,Ambedkar Nagar,3,1935.0,4.0,125.0
10860,other,3,1410.0,3.0,90.0
10861,Narayanapura,2,1469.0,2.0,99.14
10862,Varthur,2,986.0,2.0,30.0
10863,other,3,1460.0,2.0,87.0
10864,other,3,1260.0,2.0,85.05
10865,Chandapura,3,1345.0,2.0,39.5
10866,Panathur,2,980.0,2.0,57.0
10867,Kudlu Gate,2,1164.0,2.0,75.0
10868,Subramanyapura,2,929.0,1.0,51.0
10869,Kundalahalli,2,1065.0,2.0,70.0
10870,Budigere,2,1172.0,2.0,56.725
10872,Electronic City,2,1020.0,2.0,30.27
10873,Gunjur,3,1362.0,3.0,62.63
10874,Yeshwanthpur,1,672.0,1.0,36.85
10875,Brookefield,3,1746.0,3.0,115.0
10876,Electronic City,2,1025.0,2.0,29.6
10877,Harlur,2,1532.0,2.0,65.0
10879,other,2,1250.0,2.0,65.0
10880,Thanisandra,2,1188.0,2.0,39.0
10881,Whitefield,4,3565.0,4.0,218.0
10882,Marathahalli,2,1170.0,2.0,85.0
10883,other,3,1800.0,3.0,150.0
10884,other,2,1000.0,2.0,35.0
10887,Kasturi Nagar,4,2507.0,4.0,155.0
10888,Babusapalaya,2,1061.0,2.0,34.0
10889,KR Puram,2,1290.0,2.0,69.0
10890,Sarjapur,2,1200.0,2.0,42.6
10891,Bharathi Nagar,2,1120.0,2.0,39.29
10892,Electronic City,1,418.0,1.0,12.0
10893,Sarjapur,3,1333.0,3.0,50.0
10894,Sarjapur  Road,3,1691.0,3.0,119.0
10895,Thanisandra,1,747.0,1.0,34.355
10897,Thanisandra,3,2030.0,4.0,125.0
10898,Balagere,2,1012.0,2.0,70.0
10899,Kudlu,3,1245.0,2.0,60.0
10900,7th Phase JP Nagar,3,1765.0,3.0,118.0
10901,Gottigere,2,1110.0,2.0,36.25
10902,other,2,967.0,2.0,47.8
10903,Sarjapur,2,1044.0,2.0,36.0
10904,Brookefield,3,1518.0,3.0,80.0
10905,KR Puram,3,1300.0,2.0,57.0
10906,other,3,1798.0,3.0,73.0
10907,KR Puram,2,866.28,2.0,36.38
10908,Whitefield,4,3410.0,5.0,253.0
10909,Singasandra,2,1179.0,2.0,56.0
10911,Uttarahalli,2,1125.0,2.0,48.0
10914,Haralur Road,3,1976.0,3.0,92.0
10915,5th Phase JP Nagar,2,1190.0,2.0,61.8
10917,Jakkur,3,1761.0,3.0,84.52
10918,Cooke Town,3,1700.0,3.0,120.0
10920,Electronic City,2,1128.0,2.0,64.8
10921,other,3,2000.0,3.0,85.0
10922,Electronic City,3,1220.0,2.0,35.25
10923,other,1,509.0,1.0,20.0
10924,Ambedkar Nagar,3,1852.0,4.0,122.0
10925,Varthur,2,1045.0,2.0,40.65
10926,other,4,3535.0,4.0,215.0
10927,Marathahalli,2,1102.0,2.0,53.67
10928,other,4,1800.0,3.0,82.0
10929,Hebbal Kempapura,3,1436.0,2.0,75.0
10930,other,3,1397.0,2.0,52.0
10931,Kothanur,2,1140.0,2.0,56.0
10932,Balagere,1,645.0,1.0,55.0
10935,other,3,2050.0,3.0,135.0
10936,Sarjapur  Road,2,1335.0,2.0,95.0
10938,Hebbal,3,1255.0,3.0,77.68
10939,Thanisandra,2,1140.0,2.0,59.0
10941,Thanisandra,1,663.0,1.0,46.0
10943,Kanakpura Road,3,1450.0,3.0,60.9
10944,Kodichikkanahalli,3,1400.0,3.0,66.0
10945,other,2,1339.0,2.0,53.56
10946,Electronic City,3,1220.0,2.0,35.23
10948,other,2,1305.0,2.0,52.0
10949,Green Glen Layout,3,1740.0,3.0,80.0
10950,Anekal,2,680.0,1.0,21.0
10951,Bannerghatta Road,2,1154.0,2.0,47.0
10952,Munnekollal,2,1200.0,2.0,40.0
10953,Hennur,2,1155.0,2.0,54.5
10954,Sarjapur  Road,3,1525.0,2.0,63.0
10956,Hebbal,4,2470.0,5.0,192.0
10957,Padmanabhanagar,2,1100.0,2.0,60.0
10958,Hormavu,2,1250.0,2.0,65.0
10959,Kothanur,2,1400.0,2.0,70.0
10960,other,3,1600.0,3.0,100.0
10961,Electronic City,2,1060.0,2.0,55.0
10962,Horamavu Banaswadi,2,1272.0,2.0,50.0
10963,Kanakpura Road,2,1296.0,2.0,105.0
10965,Karuna Nagar,3,1945.0,3.0,115.0
10966,Chandapura,3,1033.0,2.0,30.47
10967,other,3,2300.0,2.0,69.0
10968,other,2,1235.0,2.0,52.76
10970,other,2,850.0,2.0,42.5
10971,Subramanyapura,3,1880.0,3.0,110.0
10973,Kenchenahalli,2,1060.0,2.0,52.0
10974,Hennur Road,3,2041.0,3.0,138.0
10976,Vasanthapura,2,1037.0,2.0,36.28
10977,other,2,1150.0,2.0,39.0
10978,LB Shastri Nagar,2,1184.0,2.0,62.0
10979,Sarjapur  Road,3,1680.0,3.0,126.0
10980,Thanisandra,3,1411.0,3.0,100.0
10982,Kanakpura Road,2,900.0,2.0,41.0
10984,Thanisandra,3,1702.0,3.0,120.0
10985,Yelahanka,2,1185.0,2.0,45.0
10986,Kanakpura Road,3,1300.0,3.0,64.0
10987,other,3,1545.0,3.0,65.0
10988,6th Phase JP Nagar,3,1515.0,2.0,135.0
10989,Jigani,3,1300.0,3.0,55.0
10990,JP Nagar,2,1107.0,2.0,57.0
10991,Old Madras Road,3,1720.0,3.0,106.0
10993,Bannerghatta Road,2,1000.0,2.0,44.5
10994,Electronic City,1,710.0,1.0,40.42
10995,Thanisandra,2,1100.0,2.0,38.0
10996,other,4,3200.0,4.0,270.0
10998,Bannerghatta Road,2,1250.0,2.0,48.0
10999,Kaggadasapura,5,2400.0,4.0,130.0
11000,Hegde Nagar,3,1584.01,3.0,104.0
11002,Kammasandra,4,1200.0,6.0,60.0
11003,Kaggadasapura,3,1485.0,2.0,70.0
11004,Hennur Road,3,1100.0,2.0,78.0
11005,8th Phase JP Nagar,2,1245.0,2.0,59.0
11006,Hennur Road,4,1880.0,4.0,154.0
11008,other,2,1050.0,2.0,45.0
11010,Bannerghatta Road,3,1640.0,3.0,105.0
11011,other,2,1165.0,2.0,65.0
11012,Kengeri Satellite Town,2,1110.0,2.0,43.0
11017,Haralur Road,2,1300.0,2.0,75.0
11018,other,2,1200.0,1.0,42.0
11019,Yelahanka,4,1500.0,2.0,12.75
11020,Hennur Road,2,1232.0,2.0,69.61
11021,Jalahalli,3,1704.0,3.0,94.36
11022,7th Phase JP Nagar,3,1275.0,2.0,88.0
11023,Sarjapur  Road,3,1222.0,2.0,68.0
11024,Varthur,2,1155.0,2.0,39.0
11025,Electronic City,2,1000.0,2.0,29.95
11026,Horamavu Banaswadi,2,1200.0,2.0,45.0
11027,Yelahanka,3,1517.0,3.0,71.28
11028,Horamavu Agara,2,1166.0,2.0,37.29
11029,Electronic City,2,870.0,2.0,24.0
11030,5th Phase JP Nagar,5,4000.0,5.0,170.0
11032,Yelahanka,4,3019.0,6.0,190.0
11033,Whitefield,3,1345.0,3.0,58.0
11034,Dommasandra,3,900.0,3.0,75.0
11035,EPIP Zone,4,3800.0,5.0,170.0
11036,Chandapura,3,971.0,2.0,38.0
11037,Hennur,2,1255.0,2.0,52.32
11038,EPIP Zone,2,1810.0,2.0,65.0
11039,other,2,1300.0,2.0,58.0
11040,Thanisandra,2,1185.0,2.0,45.0
11041,Pattandur Agrahara,2,1350.0,2.0,68.0
11042,Budigere,3,1590.0,3.0,76.16
11043,Thyagaraja Nagar,7,3000.0,6.0,180.0
11045,Somasundara Palya,3,1650.0,3.0,126.0
11046,other,3,1645.0,3.0,87.0
11047,Hennur Road,3,1748.0,3.0,103.0
11048,Channasandra,3,1200.0,3.0,67.77
11049,Kengeri Satellite Town,2,1170.0,2.0,50.0
11050,Sarjapur  Road,4,3420.0,4.0,225.0
11051,Hulimavu,3,1320.0,2.0,65.0
11052,Bhoganhalli,3,1610.0,3.0,84.53
11054,Sarjapur  Road,3,1510.0,2.0,110.0
11055,other,6,2700.0,7.0,110.0
11056,other,3,1305.0,2.0,45.68
11057,Mahadevpura,3,1500.0,2.0,70.0
11059,Thanisandra,4,1948.0,4.0,129.0
11060,Margondanahalli,3,1448.0,3.0,70.0
11061,Sarjapur  Road,2,1242.0,2.0,78.0
11062,Sonnenahalli,2,1268.0,2.0,58.0
11063,Ramamurthy Nagar,2,1101.0,2.0,50.0
11064,other,2,1255.0,2.0,65.0
11065,Gunjur,3,1362.0,3.0,62.63
11067,Hosa Road,2,1089.0,2.0,32.67
11069,Uttarahalli,3,1345.0,2.0,57.0
11071,other,4,1650.0,2.0,140.0
11072,Kaggalipura,2,950.0,2.0,45.0
11073,HBR Layout,2,1068.0,2.0,43.0
11074,Yelahanka New Town,2,860.0,1.0,31.0
11076,Yelahanka,3,1756.0,3.0,66.73
11077,Whitefield,2,1205.0,2.0,41.0
11079,Banashankari,3,1800.0,3.0,125.0
11081,Hormavu,3,1604.0,3.0,68.0
11082,Old Airport Road,4,2732.0,4.0,204.0
11083,Chandapura,2,1015.0,2.0,25.88
11084,Banashankari,3,1200.0,2.0,42.0
11085,Ananth Nagar,2,1010.0,2.0,38.0
11087,Doddakallasandra,2,1010.0,2.0,41.0
11088,Yelahanka,2,1050.0,2.0,33.1
11089,Harlur,3,1710.0,3.0,85.0
11091,Attibele,1,410.0,1.0,10.0
11092,Bannerghatta Road,3,1656.0,2.0,62.93
11093,other,3,1451.0,3.0,68.0
11095,JP Nagar,2,1250.0,2.0,93.0
11098,Sonnenahalli,3,1340.0,2.0,42.0
11099,other,2,1100.0,2.0,38.5
11101,Devarachikkanahalli,3,1700.0,3.0,71.0
11103,KR Puram,2,1096.0,2.0,43.0
11104,Electronic City Phase II,2,1160.0,2.0,33.5
11105,other,3,1936.0,3.0,139.0
11106,Nehru Nagar,3,1269.0,2.0,63.0
11108,Panathur,3,1586.0,3.0,125.0
11110,Kanakpura Road,3,1452.0,3.0,56.5
11111,Hosa Road,3,1538.0,3.0,107.0
11113,other,2,935.0,2.0,40.0
11114,other,2,1220.0,2.0,65.0
11115,Harlur,2,1197.0,2.0,77.0
11116,Varthur,2,674.0,1.0,19.9
11117,Kengeri,1,410.0,1.0,15.0
11118,Thanisandra,3,1573.0,3.0,90.0
11119,Dodda Nekkundi,2,1135.0,2.0,58.0
11120,other,3,1400.0,2.0,40.43
11122,other,3,1800.0,3.0,95.0
11123,other,3,2045.0,3.0,108.0
11124,Sonnenahalli,2,1268.0,2.0,56.0
11125,Kambipura,2,883.0,2.0,39.0
11126,Yelahanka,3,1600.0,3.0,100.0
11127,Thanisandra,2,1056.0,2.0,70.0
11130,KR Puram,2,1204.0,2.0,58.0
11131,other,3,1410.0,2.0,54.0
11132,Hennur Road,2,1460.0,2.0,80.3
11133,Dodda Nekkundi,2,1100.0,2.0,41.18
11134,other,2,1310.0,2.0,88.0
11135,Sector 2 HSR Layout,3,1600.0,3.0,90.0
11136,other,2,1250.0,2.0,55.0
11137,Sarjapur  Road,3,1665.0,3.0,74.93
11138,Uttarahalli,3,1345.0,2.0,57.0
11140,Singasandra,2,1416.0,2.0,67.0
11141,HSR Layout,2,1145.0,2.0,46.0
11143,Jigani,3,1231.0,3.0,58.0
11144,Yelahanka,3,1664.0,3.0,73.95
11145,TC Palaya,3,2000.0,3.0,76.0
11146,Rajiv Nagar,2,972.0,2.0,43.0
11148,Bellandur,2,1185.0,2.0,47.39
11149,Green Glen Layout,3,1750.0,3.0,81.0
11151,Balagere,2,1007.0,2.0,68.0
11153,Whitefield,2,1250.0,2.0,85.0
11154,other,2,1200.0,2.0,54.0
11155,Horamavu Agara,2,994.0,2.0,42.28
11156,Ramamurthy Nagar,2,1150.0,2.0,40.0
11157,Thanisandra,2,1220.0,2.0,46.0
11158,other,2,1441.0,2.0,115.0
11159,Old Madras Road,2,1157.0,2.0,47.32
11161,Thigalarapalya,2,1400.0,2.0,105.0
11162,Tindlu,3,1370.07,3.0,65.0
11164,Judicial Layout,2,900.0,2.0,40.0
11165,other,1,418.0,1.0,17.0
11166,other,3,1200.0,3.0,80.0
11167,ISRO Layout,2,1200.0,2.0,43.0
11168,Talaghattapura,2,1062.0,2.0,42.48
11169,Kanakpura Road,2,1120.0,2.0,51.0
11170,Bannerghatta Road,2,1012.0,2.0,44.0
11173,other,2,675.0,2.0,13.5
11174,Kanakpura Road,2,1430.0,2.0,78.0
11175,Channasandra,3,1195.0,2.0,56.0
11176,Old Madras Road,3,2640.0,5.0,150.0
11177,Bisuvanahalli,3,1075.0,2.0,42.0
11178,Hennur Road,3,1570.0,3.0,75.99
11180,Sonnenahalli,2,1011.0,2.0,59.0
11181,7th Phase JP Nagar,3,1450.0,2.0,102.0
11182,Sarjapur  Road,2,1129.0,2.0,69.0
11183,Sarjapura - Attibele Road,2,1126.0,2.0,36.0
11185,Sarjapur  Road,3,1180.0,2.0,45.0
11188,Hennur Road,3,1933.0,3.0,140.0
11189,TC Palaya,2,1082.0,2.0,64.0
11191,other,1,610.0,1.0,28.0
11193,Kathriguppe,3,1300.0,3.0,77.99
11194,Kudlu Gate,4,3850.0,6.0,205.0
11195,CV Raman Nagar,2,1125.0,2.0,46.0
11196,other,6,2400.0,7.0,107.0
11197,Kengeri Satellite Town,2,777.4,2.0,25.0
11198,Battarahalli,4,2500.0,3.0,65.0
11199,Old Airport Road,3,1798.0,3.0,150.0
11200,other,3,1864.0,3.0,120.0
11201,Whitefield,2,1115.0,2.0,51.91
11202,Kengeri,1,400.0,1.0,25.0
11203,Rajaji Nagar,2,1200.0,2.0,70.0
11204,Ananth Nagar,2,992.0,2.0,24.8
11205,other,2,950.0,2.0,57.0
11207,Bellandur,2,1200.0,2.0,62.0
11208,GM Palaya,3,1735.0,3.0,70.0
11210,HSR Layout,2,1009.0,2.0,56.0
11211,Jalahalli,3,1470.0,2.0,102.0
11212,Bannerghatta Road,3,1527.0,3.0,115.0
11213,other,2,985.0,2.0,45.0
11214,Chandapura,4,3300.0,4.0,135.0
11215,Whitefield,2,1277.0,2.0,77.0
11216,other,2,1100.0,2.0,62.0
11217,Whitefield,3,1820.0,3.0,140.0
11218,other,4,1530.0,3.0,87.0
11221,Jakkur,3,1880.0,4.0,110.0
11222,Hennur,2,1255.0,2.0,52.35
11223,Kanakpura Road,2,700.0,2.0,36.0
11224,Somasundara Palya,2,1140.0,2.0,46.0
11225,Electronic City Phase II,2,1025.0,2.0,29.6
11226,Whitefield,4,3453.0,4.0,247.0
11227,Uttarahalli,3,1490.0,2.0,59.6
11229,Sarjapur  Road,3,1850.0,3.0,140.0
11230,Kaikondrahalli,2,1250.0,2.0,78.0
11231,other,4,2400.0,3.0,108.0
11233,Jalahalli,2,1244.0,2.0,88.0
11235,Kengeri Satellite Town,2,1025.0,2.0,28.57
11236,Sarjapur  Road,2,1034.0,2.0,38.0
11237,Kengeri Satellite Town,3,1191.0,2.0,33.34
11238,Kasavanhalli,3,1719.0,3.0,71.0
11239,7th Phase JP Nagar,2,1035.0,2.0,39.33
11241,Hosa Road,3,1470.0,2.0,84.22
11242,Yelahanka,2,1140.0,2.0,50.66
11243,Harlur,3,1752.12,3.0,125.0
11246,Old Madras Road,3,2990.0,3.0,170.0
11247,Bannerghatta Road,3,1660.0,3.0,85.0
11248,Electronic City,3,1275.0,3.0,63.43
11249,Bommasandra Industrial Area,3,1365.0,3.0,52.81
11250,other,3,1200.0,2.0,90.0
11251,Kanakpura Road,3,2546.0,3.0,170.0
11252,Banashankari Stage VI,3,1392.0,3.0,69.46
11253,Whitefield,2,1245.0,2.0,59.76
11255,Yeshwanthpur,2,1162.0,2.0,64.08
11256,Singasandra,3,1476.0,2.0,73.0
11257,KR Puram,1,700.0,1.0,21.5
11258,other,6,3600.0,6.0,170.0
11259,Jigani,2,943.0,2.0,48.0
11261,Sarjapur  Road,2,1113.0,2.0,44.5
11262,Varthur,3,1615.0,3.0,69.43
11263,other,2,1279.0,2.0,100.0
11264,other,2,1256.0,2.0,60.0
11266,Sompura,3,1350.0,3.0,65.0
11267,other,3,1525.0,3.0,68.63
11269,Hebbal,3,1645.0,3.0,117.0
11270,Ardendale,3,1777.26,3.0,92.0
11271,Bisuvanahalli,2,845.0,2.0,32.0
11272,other,2,900.0,2.0,25.0
11273,Varthur,2,1210.0,2.0,64.15
11274,Electronic City Phase II,2,829.0,2.0,22.8
11275,Sarjapur  Road,3,1879.0,3.0,155.0
11276,Hosur Road,3,1250.0,2.0,50.0
11277,other,4,1200.0,2.0,35.0
11278,Marathahalli,3,1108.0,2.0,60.0
11279,Kanakpura Road,3,1401.0,3.0,69.0
11280,Sarjapur  Road,3,1157.0,2.0,75.0
11281,other,2,1185.0,2.0,42.66
11282,Green Glen Layout,3,1751.0,3.0,115.0
11284,Bannerghatta Road,3,1880.0,3.0,96.5
11285,Whitefield,3,1322.5,3.0,40.985
11286,Channasandra,2,1175.0,2.0,38.0
11287,Jalahalli,2,1407.0,2.0,98.49
11288,Yelachenahalli,2,1000.0,2.0,50.0
11289,Electronic City,3,1518.0,3.0,75.0
11290,other,4,3600.0,4.0,300.0
11291,Tumkur Road,2,1027.0,2.0,67.0
11293,HSR Layout,2,1145.0,2.0,46.0
11294,Rajaji Nagar,2,1260.0,2.0,113.0
11295,Begur Road,3,1500.0,2.0,47.25
11296,Varthur,3,1737.0,2.0,57.32
11297,Hennur,4,3517.0,2.0,161.5
11298,other,3,1600.0,4.0,120.0
11299,Hegde Nagar,3,1500.0,3.0,135.0
11300,other,2,1120.0,2.0,60.0
11302,Hennur Road,2,1030.0,2.0,46.5
11303,Gubbalala,6,2500.0,6.0,88.0
11304,Kammasandra,2,1057.0,2.0,35.0
11305,Old Airport Road,4,2774.0,4.0,208.0
11306,Thanisandra,2,1460.0,2.0,38.5
11307,Hormavu,2,1075.0,2.0,53.7
11308,Mysore Road,3,1080.0,2.0,60.0
11310,other,6,5100.0,7.0,225.0
11311,Singasandra,2,1139.7,2.0,45.0
11312,Whitefield,2,1074.0,2.0,42.8
11313,Whitefield,2,1200.0,2.0,46.13
11314,Sarjapur  Road,4,2425.0,5.0,175.0
11315,Sarjapur  Road,2,1323.0,2.0,74.0
11316,Hennur Road,2,1232.0,2.0,69.61
11317,Kalena Agrahara,2,900.0,2.0,40.0
11318,Sarjapura - Attibele Road,1,740.0,1.0,23.65
11319,Hebbal,3,1920.0,3.0,134.0
11321,Bannerghatta Road,3,1550.0,3.0,96.0
11322,Gunjur,3,1588.0,2.0,90.0
11325,other,2,1308.0,2.0,86.0
11326,Hennur,3,1340.0,2.0,54.27
11329,Thanisandra,3,1719.0,3.0,135.0
11330,Horamavu Agara,2,1107.83,2.0,41.51
11331,Whitefield,2,1200.0,2.0,45.84
11334,Jakkur,3,1660.0,3.0,104.0
11335,Nagavara,2,1247.0,2.0,58.56
11336,Thanisandra,3,1595.0,3.0,96.0
11337,Kaggadasapura,2,1175.0,2.0,50.0
11339,Old Airport Road,2,1184.0,2.0,78.0
11340,other,2,1100.0,2.0,55.0
11341,Kaval Byrasandra,2,935.0,2.0,78.0
11342,Yelahanka,2,1200.0,2.0,60.0
11344,other,2,1000.0,2.0,45.0
11345,Uttarahalli,2,1000.0,2.0,52.0
11346,Yelahanka,3,1705.0,3.0,85.0
11347,Tumkur Road,3,1060.0,2.0,58.3
11348,Chikka Tirupathi,4,2325.0,4.0,120.0
11349,other,3,1347.0,2.0,55.0
11351,Varthur,2,1402.0,2.0,95.0
11352,Whitefield,3,2280.0,4.0,125.0
11353,other,2,1225.0,2.0,71.05
11354,5th Phase JP Nagar,2,1080.0,2.0,53.0
11355,other,7,4000.0,7.0,90.0
11357,Begur Road,2,1100.0,2.0,42.6
11358,Sarjapur  Road,4,2500.0,4.0,225.0
11359,Bannerghatta Road,2,1200.0,2.0,78.0
11360,Begur Road,3,1565.0,2.0,57.91
11361,other,2,1200.0,3.0,78.0
11362,Kothanur,3,1581.0,3.0,76.0
11363,Whitefield,4,2882.0,5.0,200.0
11367,Abbigere,2,985.0,2.0,38.92
11368,Sarjapur,2,950.0,2.0,35.0
11369,other,2,1339.0,2.0,55.0
11370,other,3,1449.0,3.0,72.0
11372,other,2,1100.0,2.0,38.68
11373,Hoskote,2,1003.5,2.0,28.095
11374,Kaval Byrasandra,3,2700.0,3.0,200.0
11375,other,2,1100.0,2.0,55.0
11376,Electronic City,2,1140.0,2.0,32.92
11379,Chandapura,2,800.0,1.0,30.0
11380,Chikkabanavar,5,2000.0,4.0,65.0
11382,other,2,1300.0,2.0,95.0
11383,Kanakpura Road,2,1220.0,2.0,60.0
11384,Sarjapur  Road,3,2289.0,3.0,178.0
11385,Whitefield,2,1170.0,2.0,56.0
11386,other,2,1350.0,2.0,89.5
11387,Kambipura,2,883.0,2.0,45.0
11388,Thanisandra,3,1698.0,3.0,125.0
11389,Electronic City Phase II,4,2187.5,4.0,105.0
11390,Ambalipura,2,1060.0,2.0,58.5
11391,Somasundara Palya,2,1185.0,2.0,75.0
11392,Padmanabhanagar,3,2051.0,3.0,180.0
11393,Vittasandra,2,1404.0,2.0,72.0
11394,Electronic City Phase II,2,1252.0,2.0,67.0
11395,Bannerghatta Road,3,1885.0,3.0,125.0
11396,Kaikondrahalli,6,3381.0,6.0,225.0
11397,Hormavu,2,980.0,2.0,42.0
11399,Banashankari,3,1420.0,3.0,66.0
11401,other,3,2312.0,3.0,156.0
11402,Kaggadasapura,4,3000.0,4.0,130.0
11403,other,2,1175.0,2.0,70.0
11404,other,2,1145.0,2.0,51.0
11405,Bhoganhalli,2,970.0,2.0,52.5
11406,Electronic City,2,1125.0,2.0,32.49
11407,Whitefield,3,1639.5,3.0,92.63
11410,Ramagondanahalli,3,1635.0,3.0,57.0
11412,Hennur Road,4,2950.0,4.0,253.0
11414,Kathriguppe,3,1335.0,2.0,73.43
11416,Yeshwanthpur,2,1166.0,2.0,64.08
11418,Shivaji Nagar,3,1460.0,2.0,90.0
11419,other,3,1690.0,3.0,50.0
11420,other,4,1386.0,3.0,93.0
11421,other,2,1090.0,2.0,32.0
11422,Thanisandra,3,1732.0,3.0,85.73
11423,Whitefield,2,1390.0,2.0,72.0
11424,Sector 2 HSR Layout,2,1095.0,2.0,85.41
11425,Kengeri,1,416.0,1.0,17.19
